,floral_host,bee_genus_species,imidacloprid_ppb,percent_days_paralyzed
575,CUCURBITA,PEPONAPIS,5,50
576,CUCURBITA,PEPONAPIS,20,0
577,CUCURBITA,PEPONAPIS,20,0
578,CUCURBITA,PEPONAPIS,20,50
579,CUCURBITA,PEPONAPIS,20,33
580,CUCURBITA,PEPONAPIS,20,33
581,CUCURBITA,PEPONAPIS,100,100
582,CUCURBITA,PEPONAPIS,100,100
583,CUCURBITA,PEPONAPIS,100,50
584,CUCURBITA,PEPONAPIS,100,100
585,CUCURBITA,PEPONAPIS,0,0
586,CUCURBITA,PEPONAPIS,0,0
587,CUCURBITA,PEPONAPIS,0,0
588,CUCURBITA,PEPONAPIS,0,0
589,CUCURBITA,PEPONAPIS,5,0
590,CUCURBITA,PEPONAPIS,5,100
591,CUCURBITA,PEPONAPIS,20,0
592,CUCURBITA,PEPONAPIS,20,0
